,Unnamed: 0,score,model
77,75,1.3134668785993933,ferdinand/rare-puppers
78,22,1.3131616026140134,LorenzoDeMattei/lawn-weeds
79,0,1.3127487424604634,Aftabhussain/Tomato_Leaf_Classifier
80,88,1.312151567359662,hafidber/fruits
81,139,1.3109828132402963,nateraw/baked-goods
82,93,1.306739838917876,ibombonato/vit-age-classifier
83,143,1.305640979616869,nateraw/donut-or-bagel
84,166,1.3031891147910186,nickmuchi/vit-finetuned-cats-dogs
85,44,1.30148819880116,b25mayank3/shirt_identifier
86,161,1.300449395684638,nateraw/vit-base-food101
87,90,1.2998322777941227,hgarg/fruits
88,168,1.2987148592361126,nielsr/convnext-tiny-224-finetuned-eurosat-albumentations
89,152,1.2942925487294978,nateraw/rare-puppers-demo
90,99,1.2917315974547998,jasmeen/dogs
91,116,1.2898961306949404,meame2010/rare-puppers
92,40,1.2874534255809231,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10
93,50,1.2858854006741074,edixo/road_good_damaged_condition
94,69,1.2836596507703313,facebook/deit-base-patch16-224
95,14,1.2823343349373633,Calin/convnext-tiny-finteuned-eurosat
96,32,1.28126652480722,Symbermine/rare-puppers
97,17,1.280223615855669,Giuliano/places
98,78,1.2790234544522707,firebolt/llama_or_what
99,27,1.2753834312666783,Sena/dog
100,174,1.2739513656344073,nielsr/vit-base-patch16-224-in21k-finetuned-cifar10
101,21,1.2737028545231923,KL/swin-tiny-patch4-window7-224-finetuned-eurosat
102,167,1.272166727566757,nickmuchi/vit-finetuned-chest-xray-pneumonia
103,68,1.2718324176806486,facebook/deit-base-distilled-patch16-384
104,28,1.2669090168452952,Sena/flowers
105,79,1.2668415608313064,firebolt/llama_or_what2
106,140,1.2641544416361472,nateraw/baseball-stadium-foods
107,67,1.2640926808198398,facebook/deit-base-distilled-patch16-224
108,87,1.2570471478123602,guhuawuli/swin-tiny-patch4-window7-224-finetuned-eurosat
109,51,1.2540122601901322,eren23/pneumonia_test_attempt
110,12,1.2503977753413276,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat
111,80,1.2494563048586724,gatecitypreservation/architectural_styles
112,102,1.249084858278774,jemole/swin-tiny-patch4-window7-224-finetuned-eurosat
113,172,1.2481473281888276,nielsr/swin-tiny-patch4-window7-224-finetuned-eurosat
114,25,1.245652757223949,Nonem100/Test-Model
115,81,1.2452085655202334,godiec/diam
116,16,1.243245650718244,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat
117,142,1.2428314864975127,nateraw/doggos-lol
118,171,1.2425490685902885,nielsr/swin-tiny-patch4-window7-224-finetuned-cifar10
119,43,1.2410792820394154,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat
120,117,1.2409897163143602,mehnaazasad/swin-tiny-patch4-window7-224-finetuned-eurosat
121,163,1.2398552164720134,nickmuchi/swin-tiny-patch4-window7-224-finetuned-eurosat
122,35,1.2245087954714198,Visual-Attention-Network/van-small
123,114,1.2208717572566945,matteopilotto/vit-base-patch16-224-in21k-snacks
124,137,1.2181792877054078,mrm8488/data2vec-base-finetuned-imagenet1k
125,160,1.2150715452639822,nateraw/vit-base-cats-vs-dogs
126,3,1.214094299490303,Ahmed9275/ALL-test
127,92,1.2134999821776975,ibombonato/swin-age-classifier
128,23,1.2092382919281786,Matthijs/snacks-classifier
129,72,1.1955739869689093,facebook/deit-small-patch16-224
130,5,1.1950886996409902,AhmedSayeem/VIT_Basic
131,112,1.1921945861447143,lewtun/oz-fauna
132,71,1.189282862863626,facebook/deit-small-distilled-patch16-224
133,115,1.184881862875015,mbyanfei/swin-tiny-patch4-window7-224-finetuned-eurosat
134,97,1.1834262232072357,iyzg/computer-stuff
135,7,1.1814379554202616,AkshatSurolia/ConvNeXt-FaceMask-Finetuned
136,106,1.1777143982468676,johnnydevriese/vit_beans
137,158,1.176031081539486,nateraw/vit-base-beans-demo-v2
138,159,1.1756706961278598,nateraw/vit-base-beans-demo-v3
139,37,1.1655325050180736,WinKawaks/vit-small-patch16-224
140,36,1.1513387898553658,Visual-Attention-Network/van-tiny
141,94,1.1292541275889765,imjeffhi/pokemon_classifier
142,148,1.128985584974473,nateraw/planes-trains-automobiles
143,164,1.1184088099907894,nickmuchi/vit-base-beans
144,13,1.1162489409101204,AykeeSalazar/vc-bantai-vit-withoutAMBI
145,155,1.1046858212942756,nateraw/vit-age-classifier
146,31,1.1007981147371415,SyedMujtabaHassanRizvi/convnext-tiny-finetuned-eurosat
147,100,1.097102289392841,jaygala24/finetuned-vit-base-patch16-224-upside-down-detector
148,175,1.096738801955676,nielsr/vit-finetuned-eurosat-kornia
149,127,1.0921890908367764,flyswot/test
150,74,1.091334057465847,facebook/deit-tiny-patch16-224
151,157,1.0809693545049872,nateraw/vit-base-beans-demo
152,170,1.0809673343150674,nielsr/convnext-tiny-finetuned-eurostat
153,169,1.0809673343150674,nielsr/convnext-tiny-finetuned-eurosat
154,123,1.079932068423841,microsoft/beit-large-patch16-224
155,96,1.0790894263211626,ismgar01/vit-base-cats-vs-dogs
156,39,1.076150712813586,Zayn/VIT_Basic
157,73,1.0642303748710955,facebook/deit-tiny-distilled-patch16-224
158,8,1.0468463951649694,AkshatSurolia/DeiT-FaceMask-Finetuned
159,42,1.0422224494546903,akahana/vit-base-cats-vs-dogs
160,52,1.0375812101277806,eslamxm/vit-base-food101
161,124,1.0372135677591223,microsoft/beit-large-patch16-224-pt22k-ft22k
162,105,1.0335909568848742,johnnydevriese/vit-airplanes
163,98,1.0091084129580417,jadohu/BEiT-finetuned
164,120,0.9862154052154196,microsoft/beit-base-patch16-224
165,165,0.9838368915157346,nickmuchi/vit-base-xray-pneumonia
166,38,0.9821354985334244,WinKawaks/vit-tiny-patch16-224
167,121,0.9803586973451424,microsoft/beit-base-patch16-224-pt22k-ft22k
168,173,0.9769935672523304,nielsr/van-base-finetuned-eurosat-imgaug
169,9,0.9396744192312412,AkshatSurolia/ViT-FaceMask-Finetuned
170,6,0.9145718397648464,AkshatSurolia/BEiT-FaceMask-Finetuned
