,contain_data_similarity,dataset_edge_distance_method,contain_dataset_feature,embed_dataset_feature,dataset_embed_method,dataset_reference_model,contain_model_feature,embed_model_feature,model_embed_method,complete_model_features,model_dataset_edge_method,distance_thres,top_pos_K,top_neg_K,accu_pos_thres,accu_neg_thres,gnn_method,accuracy_thres,finetune_ratio,model_ratio,hidden_channels,num_model,num_dataset,test_dataset,train_time,loss,val_AUC,test_AUC,time_total,epochs
17,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,0.7347381114959717,3.224239985148112,,,7.146882057189941,50.0
18,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,glue/sst2,0.1544060707092285,3.510573387145996,,,4.562680959701538,50.0
19,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,,,glue/sst2,0.3690299987792969,3.0692734718322754,,,6.223479986190796,50.0
20,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,,,glue/sst2,0.6192922592163086,3.007979154586792,,,8.178621292114258,50.0
21,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,,,glue/sst2,0.883875846862793,3.971883217493693,,,8.791069030761719,50.0
22,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,,,glue/sst2,1.1414191722869873,2.974517742792765,,,9.52574610710144,50.0
23,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec+_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,1.622229814529419,2.9639347394307456,,,10.105439901351929,50.0
24,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,15.0,11.0,glue/sst2,0.8179359436035156,0.6268,0.6448137888581101,0.6627584191686755,2.395900249481201,50.0
25,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,46.0,18.0,glue/sst2,2.779936075210572,0.6171,0.7710990646258503,0.7489459325396824,5.2741570472717285,50.0
26,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,77.0,18.0,glue/sst2,4.343222141265869,0.625,0.7314148404459823,0.702159068887293,8.542127132415771,50.0
27,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,109.0,21.0,glue/sst2,6.627496004104614,0.619,0.723000462838544,0.7274132924243782,11.365018844604492,50.0
28,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,139.0,21.0,glue/sst2,8.366972208023071,0.6128,0.812976828179531,0.8089934133705179,14.12398910522461,50.0
29,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homoGATConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,glue/sst2,9.833287954330444,0.6222,0.7893349900634193,0.776062694965533,15.027343034744264,50.0
30,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,15.0,11.0,glue/sst2,0.5430572032928467,0.6325,0.7249923053247153,0.7454708159836365,2.2045679092407227,50.0
31,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,46.0,18.0,glue/sst2,2.0136661529541016,0.6402,0.7746952947845805,0.7762077487244898,4.4679999351501465,50.0
32,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,77.0,18.0,glue/sst2,3.0755181312561035,0.6308,0.7445098039215685,0.7278032367034111,7.246958255767822,50.0
33,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,109.0,21.0,glue/sst2,5.125734806060791,0.6857,0.6040192301949894,0.5714660970766521,9.70550799369812,50.0
34,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,139.0,21.0,glue/sst2,5.9756247997283936,0.6933,0.5182057057057057,0.5128574055809372,11.118204355239868,50.0
35,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_homo_SAGEConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,glue/sst2,7.209450006484985,0.6103,0.8894113668403194,0.88677407656107,13.176411151885986,50.0
36,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,glue/sst2,0.1213030815124511,3.8769497871398926,,,1.7371058464050293,50.0
37,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,,,glue/sst2,0.2603530883789062,3.3656201362609863,,,2.8480610847473145,50.0
38,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,,,glue/sst2,0.3915340900421142,3.206602454185486,,,4.616583824157715,50.0
39,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,,,glue/sst2,0.5504918098449707,4.054680585861206,,,5.110386848449707,50.0
40,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,,,glue/sst2,0.7302348613739014,2.988996664683024,,,5.894156217575073,50.0
41,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,0.780907154083252,3.040865023930868,,,5.939414024353027,50.0
42,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,glue/sst2,0.1569108963012695,3.657049417495728,,,3.9243221282958975,50.0
43,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,,,glue/sst2,0.4367878437042236,3.5244381427764893,,,5.539504766464233,50.0
44,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,,,glue/sst2,0.6235840320587158,3.0735788345336914,,,7.354704856872559,50.0
45,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,,,glue/sst2,1.1465473175048828,4.698251962661743,,,9.773000001907349,50.0
46,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,,,glue/sst2,1.1605901718139648,2.821826696395874,,,9.01498293876648,50.0
47,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,lr_node2vec+_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,1.4135210514068604,2.973936080932617,,,9.313894987106323,50.0
48,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,15.0,11.0,glue/sst2,0.8396530151367188,0.6592,0.5553247152970144,0.6759076630871502,2.6261749267578125,50.0
49,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,46.0,18.0,glue/sst2,2.838006019592285,0.6226,0.7037538973922902,0.7422937925170068,5.411120891571045,50.0
50,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,77.0,18.0,glue/sst2,5.129026651382446,0.6237,0.7012110726643597,0.6646138032975006,9.5847647190094,50.0
51,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,109.0,21.0,glue/sst2,7.243286848068237,0.6056,0.8383648362148765,0.8316527441846576,12.185552835464478,50.0
52,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,139.0,21.0,glue/sst2,8.815820932388306,0.6026,0.8679223987501015,0.8624176671314718,14.398705959320068,50.0
53,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homoGATConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,glue/sst2,10.45227599143982,0.5983,0.8981272490300909,0.8318798573156877,16.638270139694214,50.0
54,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,15.0,11.0,glue/sst2,0.5987920761108398,0.6503,0.5969529085872577,0.6850025567974285,2.301813125610352,50.0
55,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,46.0,18.0,glue/sst2,2.202677965164185,0.6407,0.814484126984127,0.7959803713151927,4.8230140209198,50.0
56,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,77.0,18.0,glue/sst2,3.123818874359131,0.6273,0.7047673971549404,0.6829812781900603,7.555117130279541,50.0
57,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,109.0,21.0,glue/sst2,4.714977979660034,0.6837,0.521070351458688,0.5204978687031563,9.154514074325562,50.0
58,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,139.0,21.0,glue/sst2,6.401175737380981,0.5997,0.7605612369125883,0.7890411157339703,11.651063919067385,50.0
59,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_homo_SAGEConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,glue/sst2,7.586734056472778,0.6931,0.5106699497281214,0.5159365287139429,12.751783847808838,50.0
60,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,glue/sst2,0.1213750839233398,3.7890260219573975,,,1.7781901359558103,50.0
61,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,,,glue/sst2,0.2613320350646972,3.5127084255218506,,,2.785121202468872,50.0
62,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,,,glue/sst2,0.3987619876861572,3.19564688205719,,,4.845883846282959,50.0
63,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,,,glue/sst2,0.5935602188110352,3.3867573738098145,,,4.980188846588135,50.0
64,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,,,glue/sst2,0.7021586894989014,3.148225466410319,,,5.715626001358032,50.0
65,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,0.7910709381103516,3.244608958562216,,,5.928864002227783,50.0
66,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,glue/sst2,0.1604228019714355,3.7540228366851807,,,3.924254179000856,50.0
67,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,,,glue/sst2,0.3767921924591064,3.1577985286712646,,,5.286398887634277,50.0
68,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,,,glue/sst2,0.6119341850280762,3.128936171531677,,,7.023045301437378,50.0
69,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,,,glue/sst2,0.9072718620300292,4.204427878061931,,,7.78093409538269,50.0
70,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,,,glue/sst2,1.1484029293060305,2.956725200017293,,,8.371450901031494,50.0
71,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,rf_node2vec+_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,,,glue/sst2,1.4008541107177734,3.05315375328064,,,8.794899940490723,50.0
72,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,17.0,16.0,tweet_eval/sentiment,1.2966492176055908,0.6522,0.7781886916502301,0.7509451019066402,5.8001978397369385,50.0
73,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,52.0,19.0,tweet_eval/sentiment,3.2362189292907715,0.5886,0.8186570924666163,0.8205572352397749,7.970290184020996,50.0
74,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,84.0,19.0,tweet_eval/sentiment,4.968384027481079,0.5981,0.797954736399916,0.7805050147027937,10.144954204559326,50.0
75,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,112.0,20.0,tweet_eval/sentiment,6.743530988693237,0.5948,0.8392866950701849,0.8551364646977468,12.291330099105837,50.0
76,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,147.0,23.0,tweet_eval/sentiment,9.318657159805298,0.5954,0.8702231471846456,0.8823850732174674,16.147908210754395,50.0
77,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homoGATConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,tweet_eval/sentiment,9.908634185791016,0.5995,0.8412044007173729,0.8259226869859391,16.373674154281616,50.0
78,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,17.0,16.0,tweet_eval/sentiment,0.8703360557556152,0.6642,0.6436554898093358,0.6199663050624589,4.520975828170776,50.0
79,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.3,,1.0,0.3,128,52.0,19.0,tweet_eval/sentiment,2.140199899673462,0.6139,0.718421936675905,0.7576530612244897,8.467113971710205,50.0
80,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.5,,1.0,0.5,128,84.0,19.0,tweet_eval/sentiment,3.4811131954193115,0.618,0.8429295316110061,0.8397805739340476,8.681729078292847,50.0
81,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.7,,1.0,0.7,128,112.0,20.0,tweet_eval/sentiment,4.637575149536133,0.5991,0.8101220880509066,0.8065767795070504,10.1874680519104,50.0
82,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_0.9,,1.0,0.9,128,147.0,23.0,tweet_eval/sentiment,6.760735273361206,0.6935,0.5,0.4940427162204232,11.94345998764038,50.0
83,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_homo_SAGEConv_all_normalize_without_transfer_model_ratio_1.0,,1.0,1.0,128,164.0,23.0,tweet_eval/sentiment,7.880414247512817,0.6719,0.8052667001233229,0.8145938901022827,14.867074728012083,50.0
84,,euclidean,True,,domain_similarity,EleutherAI_gpt-neo-125m,False,,,,LogMe,-1,0.5,0.5,0.5,0.5,xgb_node2vec_all_normalize_without_transfer_model_ratio_0.1,,1.0,0.1,128,,,tweet_eval/sentiment,0.1514399051666259,3.5710365772247314,,,3.981621980667114,50.0
