,model_name,dataset_path,dataset_name,task_type,batch_size,metric,model,target_dataset,runtime,score
1,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,stanfordcars,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,tanlq/vit-base-patch16-224-in21k-finetuned-cifar10,stanfordcars,63.779030323028564,34.76831460830871
0,AkshatSurolia/ViT-FaceMask-Finetuned,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AkshatSurolia/ViT-FaceMask-Finetuned,smallnorb_label_elevation,70.41483116149902,-0.23449483398056023
1,AkshatSurolia/ViT-FaceMask-Finetuned,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AkshatSurolia/ViT-FaceMask-Finetuned,smallnorb_label_elevation,70.79151034355164,0.8746781867673392
0,Ahmed9275/Vit-Cifar100,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Ahmed9275/Vit-Cifar100,smallnorb_label_elevation,74.55208778381348,-0.22024685523728502
1,Ahmed9275/Vit-Cifar100,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Ahmed9275/Vit-Cifar100,smallnorb_label_elevation,75.05534553527832,1.0807890905363107
0,Aftabhussain/Tomato_Leaf_Classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Aftabhussain/Tomato_Leaf_Classifier,smallnorb_label_elevation,71.84977388381958,-0.20808473076828773
1,Aftabhussain/Tomato_Leaf_Classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Aftabhussain/Tomato_Leaf_Classifier,smallnorb_label_elevation,72.56216287612915,1.2719697129315708
0,Amrrs/indian-foods,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Amrrs/indian-foods,smallnorb_label_elevation,73.74435472488403,-0.21570063243563126
1,Amrrs/indian-foods,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Amrrs/indian-foods,smallnorb_label_elevation,74.28339457511902,1.1521740313783964
0,AkshatSurolia/BEiT-FaceMask-Finetuned,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AkshatSurolia/BEiT-FaceMask-Finetuned,smallnorb_label_elevation,74.42737030982971,-0.20944422918581843
1,AkshatSurolia/BEiT-FaceMask-Finetuned,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AkshatSurolia/BEiT-FaceMask-Finetuned,smallnorb_label_elevation,74.82304787635803,1.2374026348952412
0,AhmedSayeem/VIT_Basic,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AhmedSayeem/VIT_Basic,smallnorb_label_elevation,74.65208840370178,-0.21521346729738733
1,AhmedSayeem/VIT_Basic,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AhmedSayeem/VIT_Basic,smallnorb_label_elevation,75.03674149513245,1.1548038054920085
0,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,63.613520860672,-0.2102475981344836
1,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Annabelleabbott/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,64.09817409515381,1.2575848315665543
0,Amrrs/south-indian-foods,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Amrrs/south-indian-foods,smallnorb_label_elevation,73.28981328010559,-0.2144941614312727
1,Amrrs/south-indian-foods,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Amrrs/south-indian-foods,smallnorb_label_elevation,73.67944812774658,1.1716925020436637
0,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,63.72792601585388,-0.20662728365802419
1,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,GRANTHE2761/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,64.11431431770325,1.3030251257691305
0,AykeeSalazar/vc-bantai-vit-withoutAMBI,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,AykeeSalazar/vc-bantai-vit-withoutAMBI,smallnorb_label_elevation,71.68730282783508,-0.2103318150538754
1,AykeeSalazar/vc-bantai-vit-withoutAMBI,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,AykeeSalazar/vc-bantai-vit-withoutAMBI,smallnorb_label_elevation,72.34748077392578,1.232115860210168
0,Giuliano/places,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Giuliano/places,smallnorb_label_elevation,73.58223485946655,-0.21448586241281375
1,Giuliano/places,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Giuliano/places,smallnorb_label_elevation,73.96602630615234,1.1712171538694607
0,Frodnar/bee-likes,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Frodnar/bee-likes,smallnorb_label_elevation,72.4116804599762,-0.2103390997194713
1,Frodnar/bee-likes,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Frodnar/bee-likes,smallnorb_label_elevation,73.12526106834412,1.2296910542902175
0,Matthijs/snacks-classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Matthijs/snacks-classifier,smallnorb_label_elevation,59.93056297302246,-0.21609122177248455
1,Matthijs/snacks-classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Matthijs/snacks-classifier,smallnorb_label_elevation,60.42263698577881,1.1469687084190183
0,IDEA-CCNL/Taiyi-vit-87M-D,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,IDEA-CCNL/Taiyi-vit-87M-D,smallnorb_label_elevation,70.5880720615387,-0.20636464333700597
1,IDEA-CCNL/Taiyi-vit-87M-D,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,IDEA-CCNL/Taiyi-vit-87M-D,smallnorb_label_elevation,71.26862382888794,1.2979256598003284
0,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,66.57293462753296,-0.20979934232690475
1,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,KL/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,67.2225570678711,1.2572198100491758
0,LorenzoDeMattei/lawn-weeds,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,LorenzoDeMattei/lawn-weeds,smallnorb_label_elevation,70.62020945549011,-0.21090927205337362
1,LorenzoDeMattei/lawn-weeds,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,LorenzoDeMattei/lawn-weeds,smallnorb_label_elevation,71.09804105758667,1.2262890006203393
0,HHousen/household-rooms,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,HHousen/household-rooms,smallnorb_label_elevation,69.88117527961731,-0.21360261537117767
1,HHousen/household-rooms,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,HHousen/household-rooms,smallnorb_label_elevation,70.57261967658997,1.1819396749010855
0,Hijazzi/rare-puppers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Hijazzi/rare-puppers,smallnorb_label_elevation,70.30914831161499,-0.2108743831600821
1,Hijazzi/rare-puppers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Hijazzi/rare-puppers,smallnorb_label_elevation,71.01116466522217,1.2235223962272412
0,SriramSridhar78/sriram-car-classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,SriramSridhar78/sriram-car-classifier,smallnorb_label_elevation,72.73226165771484,-0.22057875034013114
1,SriramSridhar78/sriram-car-classifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,SriramSridhar78/sriram-car-classifier,smallnorb_label_elevation,73.1313042640686,1.0806297012064996
0,Suzana/new-york-tokyo-london,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Suzana/new-york-tokyo-london,smallnorb_label_elevation,74.485515832901,-0.2106117452188219
1,Suzana/new-york-tokyo-london,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Suzana/new-york-tokyo-london,smallnorb_label_elevation,74.87801098823547,1.238018130662664
0,Nonem100/Test-Model,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Nonem100/Test-Model,smallnorb_label_elevation,74.32975029945374,-0.21162035739733034
1,Nonem100/Test-Model,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Nonem100/Test-Model,smallnorb_label_elevation,74.69829177856445,1.2046038269297046
0,Rajaram1996/FacialEmoRecog,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Rajaram1996/FacialEmoRecog,smallnorb_label_elevation,73.79568099975586,-0.2151013533029497
1,Rajaram1996/FacialEmoRecog,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Rajaram1996/FacialEmoRecog,smallnorb_label_elevation,74.31340026855469,1.153133831914856
0,Sena/dog,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Sena/dog,smallnorb_label_elevation,72.17492461204529,-0.21144589742328546
1,Sena/dog,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Sena/dog,smallnorb_label_elevation,72.56686329841614,1.2138798441363006
0,Neto71/sea_mammals,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Neto71/sea_mammals,smallnorb_label_elevation,71.75128436088562,-0.21055832052191903
1,Neto71/sea_mammals,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Neto71/sea_mammals,smallnorb_label_elevation,72.47258186340332,1.231496381738531
0,Sena/flowers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Sena/flowers,smallnorb_label_elevation,73.73213124275208,-0.21046556011716078
1,Sena/flowers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Sena/flowers,smallnorb_label_elevation,74.13920307159424,1.2284622910186638
0,WinKawaks/vit-tiny-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,WinKawaks/vit-tiny-patch16-224,smallnorb_label_elevation,33.31653618812561,-0.21581302447979633
1,WinKawaks/vit-tiny-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,WinKawaks/vit-tiny-patch16-224,smallnorb_label_elevation,33.37442970275879,0.8586123910379666
0,WinKawaks/vit-small-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,WinKawaks/vit-small-patch16-224,smallnorb_label_elevation,36.28634834289551,-0.21145933173261375
1,WinKawaks/vit-small-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,WinKawaks/vit-small-patch16-224,smallnorb_label_elevation,36.41044020652771,1.0178205299045426
0,Symbermine/rare-puppers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Symbermine/rare-puppers,smallnorb_label_elevation,74.00638580322266,-0.21463487356231226
1,Symbermine/rare-puppers,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Symbermine/rare-puppers,smallnorb_label_elevation,74.39960932731628,1.173584921403149
0,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,smallnorb_label_elevation,71.47622489929199,-0.2071919965283006
1,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,aaraki/vit-base-patch16-224-in21k-finetuned-cifar10,smallnorb_label_elevation,71.96097040176392,1.2747511977848205
0,Zayn/VIT_Basic,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,Zayn/VIT_Basic,smallnorb_label_elevation,73.06490135192871,-0.22126567853240464
1,Zayn/VIT_Basic,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,Zayn/VIT_Basic,smallnorb_label_elevation,73.55998158454895,1.0443655065542767
0,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,64.93191742897034,-0.20706840820546796
1,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,aricibo/swin-tiny-patch4-window7-224-finetuned-eurosat,smallnorb_label_elevation,65.62638711929321,1.3130253492668906
0,akahana/vit-base-cats-vs-dogs,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,akahana/vit-base-cats-vs-dogs,smallnorb_label_elevation,69.8526828289032,-0.22364819311727835
1,akahana/vit-base-cats-vs-dogs,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,akahana/vit-base-cats-vs-dogs,smallnorb_label_elevation,70.50729560852051,1.0429878684500178
0,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,smallnorb_label_elevation,72.29430913925171,-0.21004529370814998
1,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,domluna/vit-base-patch16-224-in21k-shiba-inu-detector,smallnorb_label_elevation,73.00455379486084,1.2349128478417921
0,black/simple_kitchen,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,black/simple_kitchen,smallnorb_label_elevation,71.9960470199585,-0.20987366471639488
1,black/simple_kitchen,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,black/simple_kitchen,smallnorb_label_elevation,72.72823691368103,1.2439438825881406
0,b25mayank3/shirt_identifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,b25mayank3/shirt_identifier,smallnorb_label_elevation,70.79811573028564,-0.20975557777707055
1,b25mayank3/shirt_identifier,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,b25mayank3/shirt_identifier,smallnorb_label_elevation,71.48063969612122,1.2420941980290796
0,ajanco/greens,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,ajanco/greens,smallnorb_label_elevation,70.37303304672241,-0.2122380564581594
1,ajanco/greens,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,ajanco/greens,smallnorb_label_elevation,71.07468724250793,1.2032576257095093
0,driboune/skin_type,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,driboune/skin_type,smallnorb_label_elevation,70.4491035938263,-0.20974942214874606
1,driboune/skin_type,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,driboune/skin_type,smallnorb_label_elevation,70.96789193153381,1.2439954202860406
0,eren23/pneumonia_test_attempt,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,eren23/pneumonia_test_attempt,smallnorb_label_elevation,72.91978168487549,-0.21127447411833025
1,eren23/pneumonia_test_attempt,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,eren23/pneumonia_test_attempt,smallnorb_label_elevation,73.3960747718811,1.2184330850146445
0,edixo/road_good_damaged_condition,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,edixo/road_good_damaged_condition,smallnorb_label_elevation,72.9617760181427,-0.2154284537221185
1,edixo/road_good_damaged_condition,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,edixo/road_good_damaged_condition,smallnorb_label_elevation,73.3738911151886,1.1607532887020717
0,drab/Infrastructures,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,drab/Infrastructures,smallnorb_label_elevation,71.87401723861694,-0.21376126030122974
1,drab/Infrastructures,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,drab/Infrastructures,smallnorb_label_elevation,72.57900977134705,1.1801929719068631
0,eslamxm/vit-base-food101,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,eslamxm/vit-base-food101,smallnorb_label_elevation,71.10506772994995,-0.2153980719140648
1,eslamxm/vit-base-food101,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,eslamxm/vit-base-food101,smallnorb_label_elevation,71.47416639328003,1.1565510943352768
0,facebook/deit-small-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-small-patch16-224,smallnorb_label_elevation,36.38562250137329,-0.2150614270935658
1,facebook/deit-small-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-small-patch16-224,smallnorb_label_elevation,36.51823902130127,0.9735371245070492
0,flyswot/test,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,flyswot/test,smallnorb_label_elevation,35.61815881729126,-0.22550197549690354
1,flyswot/test,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,flyswot/test,smallnorb_label_elevation,35.67517447471619,0.72736366531856
0,facebook/deit-tiny-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-tiny-patch16-224,smallnorb_label_elevation,37.83051085472107,-0.2256488495485908
1,facebook/deit-tiny-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-tiny-patch16-224,smallnorb_label_elevation,37.899829387664795,0.7234646490092871
0,facebook/deit-base-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,facebook/deit-base-patch16-224,smallnorb_label_elevation,73.61355066299438,-0.20434437600105299
1,facebook/deit-base-patch16-224,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,facebook/deit-base-patch16-224,smallnorb_label_elevation,74.12753963470459,1.3351548534925768
0,firebolt/llama_or_what2,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firebolt/llama_or_what2,smallnorb_label_elevation,71.175710439682,-0.21292554907799735
1,firebolt/llama_or_what2,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,firebolt/llama_or_what2,smallnorb_label_elevation,71.69106888771057,1.185633529940958
0,firas-spanioli/beer-whisky-wine-detection,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firas-spanioli/beer-whisky-wine-detection,smallnorb_label_elevation,73.42706823348999,-0.21093295207548926
1,firas-spanioli/beer-whisky-wine-detection,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.REG_H_SCORE,firas-spanioli/beer-whisky-wine-detection,smallnorb_label_elevation,73.8431625366211,1.2213609124652693
0,firebolt/llama_or_what,smallnorb_label_elevation,,TaskType.IMAGE_CLASSIFICATION,16,TransferabilityMethod.LOG_ME,firebolt/llama_or_what,smallnorb_label_elevation,70.5384840965271,-0.21016431652843634
